rank,finalWorth,personName,age,industries,countryOfCitizenship,selfMade,gender,birthYear,gdp_country,life_expectancy_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1312,2300,Tian Ming,69.0,Technology,China,True,M,1953.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1312,2300,Jayshree Ullal,62.0,Technology,United States,True,F,1961.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,Georg von Opel,56.0,Finance & Investments,Switzerland,False,M,1966.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
1312,2300,Lang Walker,77.0,Real Estate,Australia,True,M,1945.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
1312,2300,Xicheng Wang & family,74.0,Manufacturing,China,True,M,1948.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1312,2300,Wang Zhenhua,61.0,Real Estate,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1312,2300,Paul-Heinz Wesjohann & family,79.0,Food & Beverage,Germany,True,M,1943.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1312,2300,Xie Bingkun & family,56.0,Fashion & Retail,China,True,M,1966.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1312,2300,Xu Shugen,57.0,Manufacturing,China,True,M,1965.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1312,2300,Christoph Zeller,65.0,Healthcare,Liechtenstein,False,M,1957.0,"$6,552,858,739 ",83.0,21.6,38019.0,47.1410392,9.520935
1312,2300,Zhang Jingzhang & family,87.0,Manufacturing,China,True,M,1936.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,George Argyros & family,86.0,Real Estate,United States,True,M,1937.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Brian Armstrong,40.0,Finance & Investments,United States,True,M,1983.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Albert Avdolyan,52.0,Energy,Russia,True,M,1970.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
1368,2200,Sezai Bacaksiz,73.0,Diversified,Turkey,True,M,1949.0,"$754,411,708,203 ",77.4,42.3,83429615.0,38.963745,35.243322
1368,2200,Aneel Bhusri,57.0,Technology,United States,True,M,1966.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,J. Hyatt Brown,85.0,Finance & Investments,United States,False,M,1937.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Chen Jinxia,55.0,Finance & Investments,China,False,F,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Chen Xueli,71.0,Healthcare,China,True,M,1951.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Dong Wei,52.0,Healthcare,China,True,M,1971.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Tom Ford,61.0,Fashion & Retail,United States,True,M,1961.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Fu Guangming & family,69.0,Food & Beverage,China,True,M,1953.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Noam Gottesman,61.0,Finance & Investments,United States,True,M,1961.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Jeffrey Gundlach,64.0,Finance & Investments,United States,True,M,1959.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Hao Hong,67.0,Healthcare,United States,True,M,1956.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Shmuel Harlap,78.0,Automotive,Israel,False,M,1944.0,"$395,098,666,122 ",82.8,25.3,9053300.0,31.046051,34.851612
1368,2200,Hans-Werner Hector,83.0,Technology,Germany,True,M,1940.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1368,2200,Lutz Mario Helmig & family,76.0,Healthcare,Germany,True,M,1946.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1368,2200,Chulong Huang,64.0,Real Estate,Canada,True,M,1959.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Thomas James,80.0,Finance & Investments,United States,False,M,1942.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,James Jannard,73.0,Fashion & Retail,United States,True,M,1949.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Willis Johnson,75.0,Automotive,United States,True,M,1947.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Lai Shixian,48.0,Fashion & Retail,China,True,M,1975.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Chris Larsen,62.0,Finance & Investments,United States,True,M,1960.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Solomon Lew,78.0,Fashion & Retail,Australia,True,M,1945.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
1368,2200,Liang Xinjun,54.0,Diversified,Singapore,True,M,1968.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
1368,2200,Harald Link,68.0,Diversified,Thailand,False,M,1955.0,"$543,649,976,166 ",76.9,29.5,69625582.0,15.870032,100.992541
1368,2200,Max Lytvyn,43.0,Technology,Canada,True,M,1980.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Igor Makarov,60.0,Energy,Cyprus,True,M,1962.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Howard Marks,76.0,Finance & Investments,United States,True,M,1946.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Charles Munger,99.0,Finance & Investments,United States,True,M,1924.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Adam Neumann,44.0,Real Estate,Israel,True,M,1979.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Thi Phuong Thao Nguyen,52.0,Diversified,Vietnam,True,F,1970.0,"$261,921,244,843 ",75.3,37.6,96462106.0,14.058324,108.277199
1368,2200,Ni Yongpei & family,71.0,Food & Beverage,China,True,M,1952.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Heloise Pratt,60.0,Manufacturing,Australia,False,F,1962.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
1368,2200,Qi Xiangdong,52.0,Technology,China,True,M,1970.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Phillip T. (Terry) Ragon,73.0,Technology,United States,True,M,1949.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Prathap Reddy,91.0,Healthcare,India,True,M,1932.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1368,2200,Jerry Reinsdorf,87.0,Sports,United States,True,M,1936.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Chad Richison,52.0,Technology,United States,True,M,1970.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,"Karl Scheufele, III. & family",84.0,Fashion & Retail,Switzerland,True,M,1939.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1368,2200,Alice Schwartz,96.0,Healthcare,United States,True,F,1926.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Alex Shevchenko,43.0,Technology,Canada,True,M,1980.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
1368,2200,Kavitark Ram Shriram,66.0,Technology,United States,True,M,1957.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Jeffrey Soffer,55.0,Real Estate,United States,False,M,1967.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,William Stone,67.0,Technology,United States,True,M,1955.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Henry Swieca,65.0,Finance & Investments,United States,True,M,1957.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Harley Sy,63.0,Diversified,Philippines,False,M,1959.0,"$376,795,508,680 ",71.1,43.1,108116615.0,12.879721,121.774017
1368,2200,Teresita Sy-Coson,72.0,Diversified,Philippines,False,F,1950.0,"$376,795,508,680 ",71.1,43.1,108116615.0,12.879721,121.774017
1368,2200,Katsumi Tada,77.0,Real Estate,Japan,True,M,1945.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
1368,2200,Tang Jinkui & family,67.0,Manufacturing,China,True,M,1955.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Tang Xiao'ou,55.0,Technology,Hong Kong,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Lottie Tham & family,73.0,Fashion & Retail,Sweden,False,F,1949.0,"$530,832,908,738 ",82.5,49.1,10285453.0,60.128161,18.643501
1368,2200,Shamsheer Vayalil,46.0,Healthcare,India,False,M,1977.0,"$421,142,267,938 ",77.8,15.9,9770529.0,23.424076,53.847818
1368,2200,Radha Vembu,50.0,Technology,India,False,F,1972.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1368,2200,Wang Wenmo,66.0,Fashion & Retail,China,True,M,1957.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Wang Zhenghua,78.0,Service,China,True,M,1944.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,David Wertheim,65.0,Food & Beverage,Israel,False,M,1958.0,"$395,098,666,122 ",82.8,25.3,9053300.0,31.046051,34.851612
1368,2200,Kai Wu,55.0,Energy,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Xu Yingzhuo,55.0,Food & Beverage,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Huijiao Yu,57.0,Logistics,China,True,M,1966.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1368,2200,Oren Zeev,58.0,Finance & Investments,Israel,True,M,1964.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1368,2200,Clayton Zekelman,54.0,Manufacturing,Canada,False,M,1969.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
1368,2200,Zhao Fenggang,57.0,Energy,China,True,M,1966.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Alex Beard,55.0,Metals & Mining,United Kingdom,True,M,1967.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
1434,2100,Travis Boersma,52.0,Food & Beverage,United States,True,M,1971.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Martin Bouygues,65.0,Construction & Engineering,France,False,M,1958.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
1434,2100,William Boyd & family,91.0,Gambling & Casinos,United States,True,M,1931.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Anand Burman,70.0,Food & Beverage,India,False,M,1952.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1434,2100,Cao Ji,71.0,Manufacturing,China,True,M,1952.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Chi Yufeng,52.0,Technology,China,False,M,1971.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Beda Diethelm,82.0,Healthcare,Switzerland,True,M,1941.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1434,2100,Domenico Dolce,64.0,Fashion & Retail,Italy,True,M,1958.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
1434,2100,Ralph Dommermuth,59.0,Technology,Germany,True,M,1963.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1434,2100,Georgi Domuschiev,50.0,Diversified,Bulgaria,True,M,1972.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
1434,2100,Kiril Domuschiev,53.0,Diversified,Bulgaria,True,M,1969.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
1434,2100,Bob Ell,78.0,Real Estate,Australia,True,M,1944.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
1434,2100,Paul Foster,65.0,Energy,United States,True,M,1957.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Stefano Gabbana,60.0,Fashion & Retail,Italy,True,M,1962.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
1434,2100,Xingjiang Gao,59.0,Manufacturing,China,True,M,1963.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Gordon Getty,89.0,Energy,United States,False,M,1933.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Kamal Ghaffarian,64.0,Energy,United States,True,M,1958.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Dennis Gillings,78.0,Healthcare,United Kingdom,True,M,1944.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Harsh Goenka,65.0,Diversified,India,False,M,1957.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1434,2100,Sanjiv Goenka,62.0,Diversified,India,False,M,1961.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1434,2100,Jane Goldman,67.0,Real Estate,United States,False,F,1955.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Stein Erik Hagen,66.0,Fashion & Retail,Norway,True,M,1956.0,"$403,336,363,636 ",82.8,36.2,5347896.0,60.472024,8.468946
1434,2100,Bahaa Hariri,56.0,Real Estate,Lebanon,False,M,1966.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1434,2100,Hortensia Herrero,72.0,Fashion & Retail,Spain,False,F,1950.0,"$1,394,116,310,769 ",83.3,47.0,47076781.0,40.463667,-3.74922
1434,2100,Huang Min,49.0,Manufacturing,China,True,M,1973.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Jared Isaacman,40.0,Technology,United States,True,M,1983.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Eugene Kaspersky,57.0,Technology,Russia,True,M,1965.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
1434,2100,Artem Khachatryan,48.0,Fashion & Retail,Russia,True,M,1975.0,"$24,564,647,935 ",80.8,22.4,1198575.0,35.126413,33.429859
1434,2100,Andrei Krivenko,47.0,Food & Beverage,Russia,True,M,1975.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
1434,2100,Marc Lasry,62.0,Finance & Investments,United States,True,M,1960.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Christian Latouche & family,82.0,Finance & Investments,France,True,M,1940.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
1434,2100,Theodore Leonsis,67.0,Sports,United States,True,M,1956.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Liu Chengyu & family,60.0,Manufacturing,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Sergey Lomakin,49.0,Fashion & Retail,Russia,True,M,1973.0,"$24,564,647,935 ",80.8,22.4,1198575.0,35.126413,33.429859
1434,2100,Daniel Lubetzky,54.0,Food & Beverage,United States,True,M,1968.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Melissa Ma,65.0,Technology,China,True,F,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Anand Mahindra,67.0,Diversified,India,False,M,1955.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1434,2100,Rafique Malik,72.0,Fashion & Retail,India,False,M,1950.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1434,2100,Katarina Martinson,41.0,Diversified,Sweden,False,F,1981.0,"$530,832,908,738 ",82.5,49.1,10285453.0,60.128161,18.643501
1434,2100,Kiran Mazumdar-Shaw,70.0,Healthcare,India,True,F,1953.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1434,2100,Nirmal Minda,65.0,Automotive,India,False,M,1957.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1434,2100,Mu Rongjun,43.0,Technology,China,True,M,1980.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Alexander Nesis,60.0,Finance & Investments,Russia,True,M,1962.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
1434,2100,Zugen Ni,66.0,Manufacturing,China,True,M,1957.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Florentino Perez,76.0,Construction & Engineering,Spain,True,M,1947.0,"$1,394,116,310,769 ",83.3,47.0,47076781.0,40.463667,-3.74922
1434,2100,Victor Pinchuk,62.0,Metals & Mining,Ukraine,True,M,1960.0,"$153,781,069,118 ",71.6,45.2,44385155.0,48.379433,31.16558
1434,2100,Leonid Radvinsky,40.0,Technology,United States,True,M,1982.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Raveendran Byju,41.0,Technology,India,True,M,1981.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1434,2100,P.P. Reddy,65.0,Construction & Engineering,India,True,M,1957.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1434,2100,Richard Saghian,41.0,Fashion & Retail,United States,True,M,1981.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Shi Yifeng,49.0,Healthcare,China,True,M,1974.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Thaksin Shinawatra,73.0,Finance & Investments,Thailand,True,M,1949.0,"$421,142,267,938 ",77.8,15.9,9770529.0,23.424076,53.847818
1434,2100,Shu Ping,53.0,Food & Beverage,Singapore,True,F,1958.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
1434,2100,Timothy Springer,75.0,Healthcare,United States,True,M,1948.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Venu Srinivasan,70.0,Automotive,India,False,M,1952.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1434,2100,Edward Stack,68.0,Fashion & Retail,United States,True,M,1954.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Sun Mengquan & family,73.0,Food & Beverage,China,True,M,1950.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Alexander Svetakov,55.0,Finance & Investments,Russia,True,M,1968.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
1434,2100,Torsten Toeller,56.0,Fashion & Retail,Germany,True,M,1966.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1434,2100,Barbara Tyson,74.0,Food & Beverage,United States,False,F,1949.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Hamdi Ulukaya,50.0,Food & Beverage,Turkey,True,M,1972.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Wang Linpeng,54.0,Construction & Engineering,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Wei Ing-Chou,69.0,Food & Beverage,Taiwan,True,M,1953.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Wei Yin-Heng,64.0,Food & Beverage,Taiwan,True,M,1959.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Elaine Wynn,80.0,Gambling & Casinos,United States,True,F,1942.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1434,2100,Xu Xudong & family,53.0,Automotive,China,True,M,1970.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Yu Qibing & family,57.0,Manufacturing,China,True,M,1965.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Yuan Fugen & family,72.0,Manufacturing,China,True,M,1950.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Zhang Ning & family,49.0,Manufacturing,Canada,True,F,1974.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1434,2100,Zhao Tao,57.0,Healthcare,Singapore,False,M,1966.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1516,2000,Anu Aga,80.0,Construction & Engineering,India,False,F,1942.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1516,2000,Mohamed Al Fayed,94.0,Fashion & Retail,Egypt,True,M,1929.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
1516,2000,Andrey Andreev,49.0,Technology,United Kingdom,True,M,1974.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
1516,2000,Pavel Baudis,62.0,Technology,Czech Republic,True,M,1960.0,"$246,489,245,495 ",79.0,46.1,10669709.0,49.817492,15.472962
1516,2000,Wilhelm Beier & family,66.0,Healthcare,Germany,True,M,1956.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1516,2000,Cao Jianwei,44.0,Manufacturing,China,True,M,1978.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1516,2000,Huwen Chen,52.0,Manufacturing,China,True,M,1970.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1516,2000,Phongthep Chiaravanont,71.0,Diversified,Thailand,False,M,1952.0,"$543,649,976,166 ",76.9,29.5,69625582.0,15.870032,100.992541
1516,2000,Dou Zhenggang,69.0,Diversified,China,True,M,1953.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1516,2000,William Franke,85.0,Diversified,United States,True,M,1937.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1516,2000,Amy Goldman Fowler,68.0,Real Estate,United States,False,F,1954.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
