rank,finalWorth,personName,age,industries,countryOfCitizenship,selfMade,gender,birthYear,gdp_country,life_expectancy_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1104,2700,Guangming Wu,61.0,Healthcare,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1104,2700,Zhu Yi,59.0,Healthcare,China,True,M,1963.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1164,2600,Ben Ashkenazy,53.0,Real Estate,United States,True,M,1969.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Felix Baker,54.0,Finance & Investments,United States,True,M,1969.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Julian Baker,56.0,Finance & Investments,United States,True,M,1966.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,David Baszucki,60.0,Media & Entertainment,United States,True,M,1963.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Joesley Batista,51.0,Food & Beverage,Brazil,False,M,1972.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
1164,2600,Wesley Batista,50.0,Food & Beverage,Brazil,False,M,1972.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
1164,2600,Yvonne Bauer,46.0,Media & Entertainment,Germany,False,F,1977.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1164,2600,Miriam Baumann-Blocher,48.0,Manufacturing,Switzerland,False,F,1975.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1164,2600,Cen Junda,58.0,Healthcare,China,True,M,1964.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1164,2600,Richard Chandler,64.0,Finance & Investments,New Zealand,False,M,1959.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
1164,2600,Chen Zhiping,47.0,Manufacturing,China,True,M,1976.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1164,2600,Fernando Chico Pardo,71.0,Service,Mexico,True,M,1952.0,"$1,258,286,717,125 ",75.0,55.1,126014024.0,23.634501,-102.552784
1164,2600,Ray Davis,81.0,Energy,United States,True,M,1941.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Maria Del Pino,67.0,Construction & Engineering,Spain,False,F,1956.0,"$1,394,116,310,769 ",83.3,47.0,47076781.0,40.463667,-3.74922
1164,2600,Deng Weiming & family,54.0,Manufacturing,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1164,2600,Carl Douglas,61.0,Diversified,Sweden,False,M,1961.0,"$530,832,908,738 ",82.5,49.1,10285453.0,60.128161,18.643501
1164,2600,Eric Douglas,54.0,Diversified,Sweden,False,M,1968.0,"$530,832,908,738 ",82.5,49.1,10285453.0,60.128161,18.643501
1164,2600,Fiona Geminder,58.0,Manufacturing,Australia,False,F,1964.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
1164,2600,Stewart Horejsi & family,85.0,Finance & Investments,United States,True,M,1937.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Hou Juncheng,58.0,Healthcare,China,True,M,1964.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1164,2600,Zhenda Huang & family,75.0,Construction & Engineering,China,True,M,1947.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1164,2600,Dmitry Kamenshchik,54.0,Service,Russia,True,M,1968.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
1164,2600,Alicia Koplowitz,69.0,Finance & Investments,Spain,False,F,1953.0,"$1,394,116,310,769 ",83.3,47.0,47076781.0,40.463667,-3.74922
1164,2600,Henry Laufer,77.0,Finance & Investments,United States,True,M,1945.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Louis Le Duff,76.0,Food & Beverage,France,True,M,1946.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
1164,2600,Mark Leonard & family,66.0,Technology,Canada,True,M,1956.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
1164,2600,Li Guoqiang,59.0,Automotive,China,True,M,1964.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1164,2600,Li Yongxin,47.0,Service,China,True,M,1976.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1164,2600,Peter Lim,69.0,Finance & Investments,Singapore,True,M,1953.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
1164,2600,Lu Weiding,52.0,Diversified,China,False,M,1971.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1164,2600,Sergio Mantegazza,95.0,Service,Switzerland,True,M,1927.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1164,2600,Hans Melchers,84.0,Finance & Investments,Netherlands,True,M,1938.0,"$909,070,395,161 ",81.8,41.2,17332850.0,52.132633,5.291266
1164,2600,C. Dean Metropoulos,76.0,Food & Beverage,United States,True,M,1946.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Hans Georg Naeder,61.0,Manufacturing,Germany,False,M,1961.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1164,2600,Falguni Nayar,60.0,Fashion & Retail,India,True,F,1963.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1164,2600,James Packer,55.0,Finance & Investments,Australia,False,M,1967.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Alexander Ponomarenko,58.0,Logistics,Russia,True,M,1964.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
1164,2600,Nicholas Pritzker,79.0,Finance & Investments,United States,False,M,1944.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Alejandro Santo Domingo,46.0,Food & Beverage,United States,False,M,1977.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Steven Sarowitz,57.0,Technology,United States,True,M,1965.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Maria-Elisabeth Schaeffler-Thumann,81.0,Automotive,Germany,False,F,1941.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1164,2600,Leonard Schleifer,70.0,Healthcare,United States,True,M,1952.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Dieter Schnabel,77.0,Manufacturing,Germany,False,M,1946.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1164,2600,Michael S. Smith,67.0,Energy,United States,True,M,1955.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Julia Thiele-Schuerhoff,51.0,Manufacturing,Germany,False,F,1972.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1164,2600,John Tyson & family,69.0,Food & Beverage,United States,False,M,1953.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1164,2600,Anna Katharina Viessmann,65.0,Manufacturing,Germany,False,F,1958.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1164,2600,Zhao Lixin,57.0,Technology,China,True,M,1966.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1164,2600,Hongyi Zhou,52.0,Technology,China,True,M,1970.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1217,2500,S. Daniel Abraham,98.0,Food & Beverage,United States,True,M,1924.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Bill Alfond,74.0,Fashion & Retail,United States,False,M,1948.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Susan Alfond,77.0,Fashion & Retail,United States,False,F,1945.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Ted Alfond,78.0,Fashion & Retail,United States,False,M,1944.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Riley Bechtel & family,71.0,Construction & Engineering,United States,False,M,1952.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Thor Bjorgolfsson,56.0,Diversified,Iceland,True,M,1967.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
1217,2500,Charles Bronfman,91.0,Food & Beverage,Canada,False,M,1931.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Vivek Chand Burman,85.0,Food & Beverage,India,False,M,1937.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1217,2500,Herb Chambers,81.0,Automotive,United States,True,M,1942.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Cheng Yixiao,39.0,Media & Entertainment,China,True,M,1984.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1217,2500,Andrew Cherng,75.0,Food & Beverage,United States,True,M,1948.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Peggy Cherng,75.0,Food & Beverage,United States,True,F,1947.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Leon G. Cooperman,79.0,Finance & Investments,United States,True,M,1943.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Yadu Hari Dalmia & family,75.0,Manufacturing,India,False,M,1947.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1217,2500,Henry Davis,72.0,Food & Beverage,United States,False,M,1951.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Oleg Deripaska,55.0,Metals & Mining,Russia,True,M,1968.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
1217,2500,Sergey Dmitriev,57.0,Technology,Cyprus,True,M,1966.0,"$24,564,647,935 ",80.8,22.4,1198575.0,35.126413,33.429859
1217,2500,Joseph Edelman,67.0,Finance & Investments,United States,True,M,1955.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Sandeep Engineer,61.0,Manufacturing,India,True,M,1961.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1217,2500,Alceu Elias Feldmann & family,73.0,Energy,Brazil,True,M,1949.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
1217,2500,Serge Godin,73.0,Technology,Canada,True,M,1949.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
1217,2500,Alec Gores,70.0,Finance & Investments,United States,True,M,1953.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Bill Haslam,64.0,Fashion & Retail,United States,False,M,1958.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,J. Tomilson Hill,74.0,Finance & Investments,United States,True,M,1948.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Jay-Z,53.0,Media & Entertainment,United States,True,M,1969.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Baba Kalyani,74.0,Automotive,India,False,M,1949.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1217,2500,Saban Cemil Kazanci,62.0,Energy,Turkey,False,M,1961.0,"$754,411,708,203 ",77.4,42.3,83429615.0,38.963745,35.243322
1217,2500,Brad Kelley,66.0,Real Estate,United States,True,M,1956.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Wolfgang Leitner,70.0,Construction & Engineering,Austria,True,M,1953.0,"$446,314,739,528 ",81.6,51.4,8877067.0,47.516231,14.550072
1217,2500,Li Hongxin & family,70.0,Manufacturing,China,True,M,1953.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1217,2500,Lu Yiwen,36.0,Fashion & Retail,China,True,F,1987.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1217,2500,Prayudh Mahagitsiri,77.0,Food & Beverage,Thailand,False,M,1946.0,"$543,649,976,166 ",76.9,29.5,69625582.0,15.870032,100.992541
1217,2500,Willy Michel,76.0,Healthcare,Switzerland,True,M,1947.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1217,2500,Lachhman Das Mittal,92.0,Automotive,India,False,M,1930.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1217,2500,Bobby Murphy,34.0,Technology,United States,True,M,1988.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Tomas Olivo Lopez,49.0,Real Estate,Spain,True,M,1974.0,"$1,394,116,310,769 ",83.3,47.0,47076781.0,40.463667,-3.74922
1217,2500,Eren Ozmen,64.0,Manufacturing,United States,True,F,1958.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,John Pritzker,69.0,Finance & Investments,United States,False,M,1953.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Qiu Minxiu,77.0,Technology,China,True,F,1945.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1217,2500,Ferit Faik Sahenk,59.0,Diversified,Turkey,False,M,1964.0,"$754,411,708,203 ",77.4,42.3,83429615.0,38.963745,35.243322
1217,2500,Wenrong Shen,77.0,Metals & Mining,China,True,M,1946.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1217,2500,Yuzhu Shi,60.0,Diversified,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1217,2500,Jeff Sutton,63.0,Real Estate,United States,True,M,1960.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,"Henry Sy, Jr.",69.0,Diversified,Philippines,False,M,1954.0,"$376,795,508,680 ",71.1,43.1,108116615.0,12.879721,121.774017
1217,2500,Andrew Tan,71.0,Diversified,Philippines,True,M,1952.0,"$376,795,508,680 ",71.1,43.1,108116615.0,12.879721,121.774017
1217,2500,Arvind Tiku,53.0,Energy,India,True,M,1970.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
1217,2500,Byron Trott,64.0,Finance & Investments,United States,True,M,1958.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Donald Trump,76.0,Real Estate,United States,False,M,1946.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Peter Unger,78.0,Automotive,Germany,True,M,1944.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1217,2500,Roger Wang,74.0,Fashion & Retail,United States,True,M,1949.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1217,2500,Oprah Winfrey,69.0,Media & Entertainment,United States,True,F,1954.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1217,2500,Wu Zhigang & family,88.0,Food & Beverage,China,True,M,1935.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1217,2500,Xie Weitong,66.0,Metals & Mining,Taiwan,True,M,1957.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
1217,2500,Ye Guofu,45.0,Fashion & Retail,China,True,M,1978.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1272,2400,Brian Acton,51.0,Technology,United States,True,M,1972.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,Abdulla Al Futtaim & family,83.0,Automotive,United Arab Emirates,False,M,1940.0,"$421,142,267,938 ",77.8,15.9,9770529.0,23.424076,53.847818
1272,2400,Edward Bass,77.0,Energy,United States,False,M,1945.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,Koos Bekker,70.0,Media & Entertainment,South Africa,True,M,1952.0,"$351,431,649,241 ",63.9,29.2,58558270.0,-30.559482,22.937506
1272,2400,Otto Philipp Braun,45.0,Healthcare,Germany,False,M,1978.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1272,2400,Chen Tei-fu,74.0,Fashion & Retail,Taiwan,True,M,1948.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,Abilio dos Santos Diniz,86.0,Fashion & Retail,Brazil,False,M,1936.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
1272,2400,Marcel Erni,58.0,Finance & Investments,Switzerland,True,M,1965.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1272,2400,Doris Fisher,91.0,Fashion & Retail,United States,True,F,1931.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,Gerald Ford,78.0,Finance & Investments,United States,True,M,1944.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,Bernard Fraisse & family,66.0,Healthcare,France,True,M,1956.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
1272,2400,Alfred Gantner,55.0,Finance & Investments,Switzerland,True,M,1968.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1272,2400,Paul Gauselmann & family,88.0,Gambling & Casinos,Germany,True,M,1934.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1272,2400,Mitchell Goldhar,61.0,Real Estate,Canada,True,M,1961.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
1272,2400,Peter Hargreaves,76.0,Finance & Investments,United Kingdom,True,M,1946.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
1272,2400,Xuande Hua & family,79.0,Healthcare,China,True,M,1943.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1272,2400,Kwek Leng Kee,68.0,Diversified,Singapore,False,M,1955.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
1272,2400,Catherine Lozick,77.0,Manufacturing,United States,False,F,1945.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,Kalanithi Maran,57.0,Media & Entertainment,India,True,M,1965.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1272,2400,Jed McCaleb,48.0,Finance & Investments,United States,True,M,1975.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,Fatih Ozmen,65.0,Manufacturing,United States,True,M,1958.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,Pan Laican,65.0,Food & Beverage,China,True,M,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1272,2400,Tor Peterson,58.0,Metals & Mining,United States,True,M,1964.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1272,2400,Daniel Pritzker,63.0,Finance & Investments,United States,False,M,1959.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,Jinxing Qi,61.0,Real Estate,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1272,2400,Qiu Jianping & family,61.0,Manufacturing,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1272,2400,Rajan Raheja & family,68.0,Diversified,India,False,M,1954.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1272,2400,Matthias Reinhart,63.0,Finance & Investments,Switzerland,True,M,1960.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1272,2400,Arnout Schuijff,55.0,Technology,Netherlands,True,M,1967.0,"$909,070,395,161 ",81.8,41.2,17332850.0,52.132633,5.291266
1272,2400,Hans Sy,67.0,Diversified,Philippines,False,M,1955.0,"$376,795,508,680 ",71.1,43.1,108116615.0,12.879721,121.774017
1272,2400,Herbert Sy,66.0,Diversified,Philippines,False,M,1956.0,"$376,795,508,680 ",71.1,43.1,108116615.0,12.879721,121.774017
1272,2400,Lucio Tan,88.0,Diversified,Philippines,True,M,1934.0,"$376,795,508,680 ",71.1,43.1,108116615.0,12.879721,121.774017
1272,2400,Ted Turner,84.0,Media & Entertainment,United States,False,M,1938.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,David Walentas,84.0,Real Estate,United States,True,M,1938.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,Urs Wietlisbach,61.0,Finance & Investments,Switzerland,True,M,1961.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1272,2400,Jerry Yang,54.0,Technology,United States,True,M,1968.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1272,2400,Yang Jianliang & family,53.0,Manufacturing,China,True,M,1969.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1272,2400,Yang Weidong & family,54.0,Manufacturing,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1272,2400,Mortimer Zuckerman,85.0,Real Estate,United States,True,M,1937.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,John Armitage,63.0,Finance & Investments,Ireland,True,M,1959.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
1312,2300,Lee Bass,66.0,Energy,United States,False,M,1956.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,John Bicket,43.0,Technology,United States,True,M,1980.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,Sanjit Biswas,41.0,Technology,United States,True,M,1982.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,Timothy Boyle,73.0,Fashion & Retail,United States,True,M,1949.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,K. Dinesh,68.0,Technology,India,True,M,1954.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1312,2300,James Duff,62.0,Diversified,United States,True,M,1961.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,Thomas Duff,66.0,Diversified,United States,True,M,1956.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,Daniel Ek,40.0,Technology,Sweden,True,M,1983.0,"$530,832,908,738 ",82.5,49.1,10285453.0,60.128161,18.643501
1312,2300,John Fisher,61.0,Fashion & Retail,United States,False,M,1961.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,Georg Haub,61.0,Fashion & Retail,Germany,False,M,1962.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
1312,2300,Erman Ilicak,55.0,Construction & Engineering,Turkey,True,M,1967.0,"$754,411,708,203 ",77.4,42.3,83429615.0,38.963745,35.243322
1312,2300,Justin Ishbia,45.0,Finance & Investments,United States,False,M,1977.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,Long Jiang,49.0,Technology,China,True,M,1974.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1312,2300,Bruce Karsh,67.0,Finance & Investments,United States,True,M,1955.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,Bom Kim,44.0,Technology,United States,True,M,1978.0,"$2,029,000,000,000 ",82.6,33.2,51709098.0,35.907757,127.766922
1312,2300,Jianping Lai,65.0,Food & Beverage,China,True,M,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1312,2300,Li Haiyan,65.0,Food & Beverage,China,True,F,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1312,2300,Hua Li,45.0,Finance & Investments,China,True,M,1978.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1312,2300,Lim Kok Thay,71.0,Gambling & Casinos,Malaysia,False,M,1951.0,"$364,701,517,788 ",76.0,38.7,32447385.0,4.210484,101.975766
1312,2300,Kishore Mariwala,88.0,Food & Beverage,India,False,M,1935.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
1312,2300,Clayton Mathile,82.0,Food & Beverage,United States,True,M,1941.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,Mi Enhua,65.0,Fashion & Retail,China,True,M,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
1312,2300,Vadim Moshkovich,55.0,Food & Beverage,Russia,True,M,1967.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
1312,2300,David Murdock,99.0,Food & Beverage,United States,True,M,1923.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,David Nahmad,75.0,Fashion & Retail,Monaco,True,M,1947.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,Lirio Parisotto,69.0,Finance & Investments,Brazil,True,M,1953.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
1312,2300,Augusto Perfetti,65.0,Food & Beverage,Italy,False,M,1958.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1312,2300,Giorgio Perfetti,65.0,Food & Beverage,Italy,False,M,1958.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1312,2300,Alberto Prada,69.0,Fashion & Retail,Italy,False,M,1954.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
1312,2300,Marina Prada,77.0,Fashion & Retail,Italy,False,F,1945.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
1312,2300,Filiz Sahenk,56.0,Diversified,Turkey,False,F,1967.0,"$754,411,708,203 ",77.4,42.3,83429615.0,38.963745,35.243322
1312,2300,Richard Sands,72.0,Food & Beverage,United States,False,M,1951.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
1312,2300,Stephan Schmidheiny,75.0,Finance & Investments,Switzerland,False,M,1947.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1312,2300,Alberto Siccardi & family,78.0,Healthcare,Switzerland,False,M,1944.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
1312,2300,Stefan Soloviev,47.0,Real Estate,United States,False,M,1975.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
